"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Aug" "Sep" "Okt" "Nov" "Dez" "year" "yearce"
-38.53 -36.86 -26.45 -11.31 5.15 21.17 19.18 11.96 2.46 -13.39 -34.01 -43.18 14109 -12159
-42.42 -42.59 -27.52 -12.22 6.6 16.92 18.78 13.94 0.13 -14.96 -37.58 -41.99 14108 -12158
-38.65 -40.01 -25.35 -5.86 9.06 19.52 19.3 13.58 2.96 -12.29 -31.25 -38.04 14107 -12157
-42.37 -37.22 -22.48 -8.31 3.1 17.98 18.28 11.58 1.77 -7.64 -39.19 -45.49 14106 -12156
-38.61 -34.24 -25.97 -13.48 5.05 20.65 16.82 12.94 0.23 -12.52 -33.85 -41.17 14105 -12155
-46.24 -40.07 -27.47 -10.57 4.9 15.89 17.93 11.95 -3.62 -14.16 -42.5 -40.67 14104 -12154
-44.04 -38.53 -25.8 -10.14 4.73 19.72 19.12 13.45 0.81 -16.68 -39.92 -48.27 14103 -12153
-47.9 -37.4 -25.29 -11.68 7.54 18.2 20.43 10.34 2.72 -14.58 -28.34 -43.94 14102 -12152
-37.99 -37.56 -24.1 -10.62 3.86 17.75 18.29 12.01 -2.47 -17.96 -34.58 -44.04 14101 -12151
-44.33 -38.71 -25.38 -10.63 5.27 18.09 19.48 11.3 0.23 -17.4 -29.39 -42.59 14100 -12150
-47.41 -42.43 -29.03 -11.98 7.29 17.57 18.74 11.46 2.27 -14.27 -34.45 -43.25 14099 -12149
-49.19 -38.51 -25.53 -10.28 4.64 19.23 18.2 10.49 3.13 -11.77 -39.21 -39.39 14098 -12148
-40.62 -36.87 -26.84 -11.73 3.54 16.68 19.73 12.99 0.87 -14.83 -33.91 -43.12 14097 -12147
-46.73 -37.15 -26.07 -12.14 8.24 18.7 18.25 11.67 2.74 -11.19 -34.63 -45.81 14096 -12146
-39.37 -37.05 -27.55 -9.96 3.34 15.94 22.43 13.23 -0.69 -19.54 -34.29 -39.98 14095 -12145
-50.23 -41.27 -26.19 -13.4 4.4 18.84 18.39 13.61 4.63 -14.6 -34.98 -43.81 14094 -12144
-41.39 -37.97 -30.07 -10.89 5.46 18.61 19.07 11.21 2.54 -13.34 -28.63 -44.93 14093 -12143
-44.43 -42.88 -26.42 -12.38 2.44 17.14 18.28 12.01 4.16 -12.22 -34.83 -47.16 14092 -12142
-40.26 -34.09 -25.71 -11.34 4.96 17.46 19.61 12.47 4.1 -13.02 -32.37 -40.34 14091 -12141
-33.69 -33.29 -27.81 -9.18 3.33 17.34 19.94 13.98 3.53 -14.74 -36.86 -39.93 14090 -12140
-46.3 -41.1 -23.74 -8.63 4.78 19.8 17.04 11.82 -0.15 -18.32 -38 -44.56 14089 -12139
-46.12 -40.49 -23.2 -9.19 9.59 16.94 19.38 12.86 3.31 -14.23 -29.23 -43.32 14088 -12138
-47.44 -39.96 -27.83 -11.66 7.34 16.94 18.46 13.86 1.08 -15.15 -30.37 -38.64 14087 -12137
-40.22 -36.79 -24.74 -9.63 2.01 14.19 18.44 13.44 2.08 -12.51 -33.34 -42.61 14086 -12136
-46.1 -37.49 -30.31 -11.36 2.45 14.2 16.6 11.81 -0.02 -12.39 -30.5 -44.53 14085 -12135
-45.22 -42.55 -26.37 -13.66 3.98 16.53 20.27 14.79 4.07 -13.65 -36.4 -43.08 14084 -12134
-46.13 -36.92 -25.88 -10.54 3.81 17.4 17.91 10.55 2.15 -16.37 -28.52 -40.14 14083 -12133
-47.06 -38.84 -25.72 -10.87 4.5 21.13 19.71 13.57 2.02 -10.26 -29.08 -44.73 14082 -12132
-44.9 -42.71 -25.39 -10.99 4.96 15.8 18.93 10.17 -0.56 -15.09 -36.6 -45.17 14081 -12131
-38.11 -39.66 -26.93 -9.33 2.55 14.26 17.11 12.01 0.89 -15.09 -38.96 -46.18 14080 -12130
-40.35 -39.43 -23.27 -7.78 4.57 17.49 21 14.17 2.5 -13.48 -34.49 -43.63 14079 -12129
-39.33 -45 -27.53 -11.39 6.17 19.73 20.01 13.28 1.96 -14.41 -33.01 -43.96 14078 -12128
-42.16 -36.39 -25.2 -11.1 4.53 17.27 19.22 13.31 2.48 -10.34 -32.16 -38.19 14077 -12127
-46.71 -40.34 -21.81 -9.92 8.44 17.08 19.83 10.33 3.36 -9.32 -35.44 -39.17 14076 -12126
-42.72 -39.4 -24.37 -8.79 4.04 19.27 20.11 10.3 1.45 -17.2 -33.71 -45.16 14075 -12125
-41.41 -39.06 -28.06 -9.62 5.45 16.43 19.36 13.26 2.93 -9.17 -33.55 -44.96 14074 -12124
-38.71 -38.85 -26.01 -7.6 3.95 18.77 19.98 13.74 3.05 -13.69 -34.68 -43.1 14073 -12123
-40.33 -42.79 -23.51 -6.95 6.16 17.15 19.07 14.43 3.18 -10.47 -35.26 -45.57 14072 -12122
-46.14 -35.84 -25.63 -10.39 5.28 19.49 20.1 11.92 3.51 -17.19 -34.77 -39.33 14071 -12121
-45.37 -43.43 -25.53 -8.98 3.04 17.86 20.89 12 3.55 -14.96 -34.46 -42.95 14070 -12120
-41.6 -40.61 -22.05 -7.13 7.94 17.96 13.7 10.54 3.38 -9.23 -36.81 -46.63 14069 -12119
-46.6 -40.7 -26.05 -7.55 7.92 22.32 17.36 14.63 3.95 -12.79 -32.98 -42.94 14068 -12118
-42.93 -37.4 -23.33 -10.33 6.67 17.06 20.16 12.3 2.56 -13.03 -31.94 -44.11 14067 -12117
-43.79 -34.85 -25.59 -10.28 5.6 19.34 16.44 14.58 0.51 -13.3 -34.69 -41.26 14066 -12116
-43.29 -37.56 -21.31 -10.22 5.91 17.66 19.03 13.94 1.86 -12.93 -31.48 -41.72 14065 -12115
-38.89 -41.07 -23.16 -7.77 6.68 17.5 21.81 15.67 4.23 -12.68 -29.07 -40.74 14064 -12114
-43.96 -36.3 -19.97 -10.78 2.95 16.44 18.13 13.73 1.43 -12.81 -30.21 -38.86 14063 -12113
-46.78 -33.63 -21.19 -11.23 3.78 16.04 17.3 11.09 2.78 -11.26 -31.59 -42.94 14062 -12112
-38.42 -34.42 -22.7 -8.49 6.65 17.47 18.6 10.6 1.36 -12.09 -29.81 -41.31 14061 -12111
-44.2 -38.09 -22.12 -8.57 1.16 13.68 20.31 13.84 1.51 -17.22 -28.11 -36.54 14060 -12110
-40.92 -32.88 -24.32 -10.42 6.21 19.92 20.35 13.86 3.11 -9.75 -31.69 -41.41 14059 -12109
-43.97 -38.86 -24.52 -12.68 3.63 17.31 19.97 16.19 2.99 -12.44 -28.71 -42.67 14058 -12108
-42.66 -36.79 -24.77 -10.86 -0.16 13.84 18.74 13.87 3 -12.04 -31.35 -40.74 14057 -12107
-42.53 -38.27 -21.51 -7.57 4.07 15.07 18.09 11.2 0.14 -16.32 -28.33 -42.93 14056 -12106
-41.34 -36.93 -24.44 -10.51 5.08 14.58 16.86 11.87 2.41 -14.33 -29.34 -36.16 14055 -12105
-43.98 -32.44 -23.7 -12.65 2.99 17.78 16.68 13.04 3.14 -10.99 -23.12 -40.32 14054 -12104
-39.08 -38.8 -23.77 -11.05 6.18 17.45 20.44 15.17 4.23 -14.81 -30.03 -40 14053 -12103
-35.95 -29.89 -25.6 -9.65 4 15.59 16.63 13.35 -0.39 -16.67 -33.88 -37.34 14052 -12102
-41.96 -40.34 -20.1 -9.45 6.11 17.28 19.96 13.24 5.72 -12.22 -33.29 -41.44 14051 -12101
-41.28 -37.53 -25.8 -9.53 5.88 19.61 22.19 14.63 2.27 -15.85 -36.15 -39.93 14050 -12100
-36.24 -36.34 -25.63 -12.43 4.99 20.42 20.03 14.26 2.42 -11.98 -27.45 -39.54 14049 -12099
-45.97 -37.79 -24.14 -13.47 8.66 20.75 21.65 15.06 1.37 -7.58 -36.5 -41.25 14048 -12098
-37.37 -39.02 -21.52 -7.9 4.98 15.63 17.38 11.69 1.78 -16.38 -34.56 -39.43 14047 -12097
-44.55 -39.55 -24.4 -11.38 4.15 19.18 21.5 12.79 0.74 -14.48 -30.78 -40.39 14046 -12096
-46.1 -44.31 -20.88 -9.7 3.82 17.04 20.86 9.7 2.48 -12.8 -31.77 -36.31 14045 -12095
-40.77 -38.51 -24.84 -7.46 7.77 16.66 18.59 13.84 3.62 -16.12 -30.07 -41.03 14044 -12094
-41.43 -37.47 -23.52 -9.31 8.5 18.65 17.99 11.72 4.53 -15.85 -38.16 -41.34 14043 -12093
-40.01 -36.15 -23.98 -10.49 10.1 18.87 17.03 12.49 1.96 -12.82 -35.87 -41.01 14042 -12092
-41.34 -43.02 -24.96 -9.45 7.01 18.22 20.13 12.71 0.91 -12.46 -34.58 -48.5 14041 -12091
-41.23 -38.52 -24.04 -9.83 5.3 16.69 18.2 12.49 1.85 -13.26 -33.76 -42.89 14040 -12090
-41.49 -35.82 -25.43 -10.54 5.25 16.45 18.78 14.11 4.3 -13.78 -28.13 -40.4 14039 -12089
-38.54 -38.93 -25.55 -9.45 8.64 18.49 19.1 15.56 3.27 -13.9 -32.7 -44.38 14038 -12088
-41.42 -34.96 -21.45 -7.77 6.72 21.9 21.33 11.77 2.9 -12.72 -33.47 -40.5 14037 -12087
-34.5 -32.29 -27.55 -9.44 3.58 16.12 16.84 13.23 -0.89 -13.96 -37.6 -36.81 14036 -12086
-40.67 -38.42 -22.29 -8.25 3.46 16.42 16.94 13.15 3.91 -14.16 -31.11 -36.18 14035 -12085
-45.88 -41.63 -25.3 -10.8 6.28 17.65 18.72 12.92 3.8 -15.05 -33.68 -40.79 14034 -12084
-45.56 -38.95 -24.83 -5.89 6.48 17.9 19.53 12.4 3.16 -14.39 -32.18 -41.8 14033 -12083
-42.04 -37.3 -23.45 -10.86 4.18 15.16 17.03 14.17 2.14 -16.74 -33.56 -42.87 14032 -12082
-45.8 -40.71 -23.92 -9.06 5.28 23.48 21.31 12.05 1.54 -14.12 -35.51 -40.98 14031 -12081
-38.42 -29.4 -20.57 -7.34 9.47 16.46 19.11 12.84 2.77 -11.84 -29.89 -42.69 14030 -12080
-41.8 -39.96 -23.29 -9.64 4.74 18.36 18.05 9.66 2 -12.67 -34.05 -46.37 14029 -12079
-40.27 -40.71 -19.41 -6.41 2.34 14.78 18.47 14.8 2.78 -12.14 -30.63 -47.25 14028 -12078
-44.95 -41.18 -24.77 -10.96 5.49 19.7 18.58 14.43 -2.04 -11.5 -33.18 -46.88 14027 -12077
-44.8 -42.1 -22.94 -8.48 3.92 17.68 18.93 15.77 2.3 -11.5 -30.51 -38.15 14026 -12076
-40.38 -43.53 -23.97 -11.26 3.64 13.37 17.19 12.68 -0.89 -13.9 -30.82 -38.54 14025 -12075
-43.75 -39.12 -27.65 -7.51 8.26 19.62 20.69 13.24 3.95 -10.54 -34.37 -45.99 14024 -12074
-38.06 -36.21 -24.91 -9.87 2.18 15.12 19.23 12.52 3.18 -10.9 -33.41 -41.05 14023 -12073
-44.08 -40.46 -24.88 -10.65 5.92 17.21 18.96 14.21 3.53 -12.17 -35.26 -42.07 14022 -12072
-41.51 -41.45 -22.49 -8.33 5.55 17.3 18.11 13.86 2.57 -9.87 -29.51 -39.02 14021 -12071
-46.28 -38.66 -23.51 -7.57 7.82 18.26 16.59 16.55 3.99 -11.13 -32.43 -45.86 14020 -12070
-41.54 -39.19 -23.58 -10.15 4.08 15.16 20.05 12.34 3.85 -10.44 -26.93 -47.33 14019 -12069
-42.14 -33.81 -22.67 -11.03 5.99 17.48 18.34 13.89 1.26 -14.25 -36.04 -47.41 14018 -12068
-40.57 -33.74 -27.13 -7.75 6.86 15.97 17.22 12.16 4.59 -7.98 -25.6 -38.32 14017 -12067
-38.64 -29.49 -20.88 -10.16 5.7 18.03 17.32 12.55 4.01 -9.84 -30.47 -39.7 14016 -12066
-38.22 -34.62 -19.53 -6.21 3.48 18.33 18.57 12.89 4.14 -10.65 -29.48 -36.44 14015 -12065
-42.03 -38.81 -21.33 -8.64 4.8 19.35 20.54 14.28 -0.4 -9.93 -30.24 -43.74 14014 -12064
-40.44 -37.77 -22.91 -10.76 7.29 18.4 18.29 13.79 4.47 -13.39 -31.78 -40.7 14013 -12063
-38.54 -40.79 -24.65 -11.36 3.05 15.17 19.01 14.41 1.49 -11.56 -36.86 -34.92 14012 -12062
-38.7 -35.99 -25.77 -8.4 5.97 20.22 18.31 13.05 2.18 -13.11 -23.63 -42.79 14011 -12061
-41.13 -35.82 -27.64 -9.65 4.81 16.67 18.71 14.01 5.07 -15.62 -27.58 -41.61 14010 -12060
-46.66 -37.15 -24.39 -12.37 2.72 16.43 17.81 11.26 4.48 -14.54 -29.73 -45.01 14009 -12059
-42.36 -36.23 -20.72 -11.73 6.64 19 20.88 12.6 4.06 -14.07 -33.09 -36.26 14008 -12058
-45.35 -35.08 -26.38 -9.7 3.95 18.95 19.05 13.55 1.77 -13.25 -37.09 -47.85 14007 -12057
-44.12 -38.87 -21.11 -10.62 10.59 18.38 20.4 12.73 2.45 -14.57 -31.84 -39.36 14006 -12056
-40.44 -41.38 -26.43 -12.09 3.52 18.13 18.71 11.86 2.44 -12.5 -33.48 -39.54 14005 -12055
-47.93 -42.94 -23.9 -8.33 4.27 20.11 19.12 11.52 -0.44 -18.25 -36.99 -37.89 14004 -12054
-38.8 -31.85 -22.23 -7.91 7.88 21.17 18.93 13.15 1.54 -13.87 -34.22 -42.07 14003 -12053
-42.26 -33.67 -23.44 -8.95 5.86 18.21 17.65 13.64 4.56 -11.24 -27.7 -33.01 14002 -12052
-41.06 -38.5 -22.98 -5.54 6.41 18.2 20.07 12.84 1.67 -12.5 -33.8 -38.73 14001 -12051
-44.19 -32.22 -21.23 -8.27 4.59 19.71 19.76 13.79 2.98 -14.76 -33.43 -42.28 14000 -12050
-42.28 -39.35 -20.75 -5.92 9.43 20.24 19.37 12.93 0.54 -17.67 -36.42 -42.62 13999 -12049
-45.99 -40.78 -25.23 -9.16 4.72 13.91 17.87 12.06 3.77 -12.46 -27.87 -41.64 13998 -12048
-41.53 -37.48 -26.37 -7.15 4.06 17.97 20.16 13.33 3.14 -17.58 -35.64 -45.78 13997 -12047
-45.65 -41.12 -26.1 -9.04 2.02 18.32 20.72 13.34 1.4 -15.13 -32.91 -43.44 13996 -12046
-45.33 -40.69 -22.59 -10.3 4.99 15.66 21.45 16.28 5.05 -9.6 -34.23 -42.55 13995 -12045
-37.98 -37.23 -27.25 -10.23 6.64 16.26 15.97 12.74 1.25 -10.55 -31.94 -40.55 13994 -12044
-47.28 -39.32 -25.88 -10.73 7.23 18.64 20.25 11.76 2.25 -12.06 -35.74 -40.66 13993 -12043
-43.94 -38.66 -28.14 -8.13 1.38 14.8 16.83 9.7 1.89 -15.46 -35.47 -40.07 13992 -12042
-39.47 -38.46 -23.99 -8.99 4.31 15.14 18.72 11.47 2.35 -17.13 -32.94 -41.74 13991 -12041
-44.03 -40.52 -23.84 -10.29 7.69 14.78 17.76 11.78 4.15 -7.91 -37.49 -43.47 13990 -12040
-45.05 -39.68 -18.01 -9.05 3.68 17.29 18.2 11.24 -1.83 -19.16 -33.48 -36.18 13989 -12039
-38.22 -35.72 -24.44 -6.8 9.34 18.72 16.45 13.13 2.89 -15.38 -29.26 -38.7 13988 -12038
-38.82 -35.86 -25.43 -8.71 6.82 19.02 16.22 12.38 2.37 -15.76 -36.87 -42.55 13987 -12037
-40.5 -38.31 -25.52 -9.93 3.16 17.63 17.42 13.43 2.75 -13.37 -29.33 -40.11 13986 -12036
-44.69 -35.37 -26.56 -9.59 3.59 22 18.28 13.96 0.49 -11.61 -31.36 -44.85 13985 -12035
-46.15 -40.81 -21.65 -8 6.16 17.07 17.22 10.66 2.16 -15.47 -36.16 -50.29 13984 -12034
-40.02 -38.26 -24.08 -9.52 6.49 17.36 18.04 12.47 2.4 -14.91 -33.18 -35.32 13983 -12033
-43.68 -43.33 -24.94 -7.43 4.34 18.64 19.38 12.88 2.53 -11.04 -36.7 -41.35 13982 -12032
-38.03 -36.26 -18.83 -9.62 4.61 17.65 18.84 11.52 4.9 -14.61 -32.18 -40.05 13981 -12031
-38.42 -35.8 -23.34 -10.49 7.22 16.18 18.21 11.65 3.69 -9.1 -31.11 -44.01 13980 -12030
-46.44 -41.79 -28.23 -11.94 4.36 15.43 18.34 11.26 3.94 -16.41 -33.33 -40.08 13979 -12029
-41.19 -39.92 -25.45 -7.67 7.55 18.4 18.35 13.68 2.08 -11.17 -32.28 -35.2 13978 -12028
-45.9 -34.66 -24.97 -9.45 4.53 18.22 17.66 11.29 0.39 -17.99 -33.15 -40.21 13977 -12027
-41.07 -39.57 -25.03 -7.98 10.37 17.99 19.08 12.4 -0.88 -11.52 -31.37 -41.08 13976 -12026
-46.49 -37.79 -27.27 -9.91 2.9 16.24 15.76 12.74 2.02 -11.88 -30.57 -39.45 13975 -12025
-47.7 -36.74 -24.66 -10.58 5.58 22.46 17.27 12.34 4.89 -14.2 -30.67 -37.42 13974 -12024
-45.18 -43.57 -24.14 -10.42 8.03 15.94 18.67 11.62 4.24 -12.11 -33.98 -42.86 13973 -12023
-44.56 -33.1 -27.7 -12.21 6.66 17.98 20.2 14.28 1.08 -13.96 -35.51 -38.19 13972 -12022
-45.09 -37.26 -23.19 -12.31 6.44 17.43 17.64 11.68 1.02 -12.37 -29.72 -39.45 13971 -12021
-38.03 -36.24 -26.86 -8.08 5.37 17.02 17.79 12.62 -0.1 -15.07 -30.45 -44.3 13970 -12020
-42.08 -36.97 -26.71 -10.76 4.88 17.55 17.34 12.82 1.4 -14.38 -29.84 -39.03 13969 -12019
-38.59 -33.66 -21.8 -6.95 6.47 15.82 18.8 13.84 -0.07 -11.63 -33.19 -42.76 13968 -12018
-40.52 -29.97 -21.1 -10.85 2.06 18.06 22.03 14.92 2.85 -14.05 -37.56 -50.85 13967 -12017
-49.14 -41.99 -28.25 -7.06 8.6 17.6 18.88 14.65 2.79 -12.77 -30.72 -44.51 13966 -12016
-41.91 -37.82 -25.53 -8.08 8.37 19.88 19.42 14.06 1.01 -12.29 -31.52 -45.13 13965 -12015
-41.03 -39.67 -26.88 -9.71 6.93 18.11 18.39 13.08 2.18 -16.02 -34.28 -46.43 13964 -12014
-39.55 -36.75 -21.47 -11.41 4.55 17.27 17.44 10.61 -0.08 -12.81 -34.44 -37.53 13963 -12013
-36.64 -38.76 -22.4 -8.64 9.87 15.09 18.13 14.18 2.5 -11.55 -28.27 -42.45 13962 -12012
-46.66 -37.12 -21.98 -10.27 3.85 13.92 19.63 15.76 1.03 -13.8 -33.84 -46.21 13961 -12011
-45.46 -41.61 -30.88 -9.63 7.42 18.17 18.06 12.85 2.02 -13.29 -35.31 -42.36 13960 -12010
-44.62 -35.5 -24.53 -6.48 7.31 22.57 17.17 13.79 5.48 -10.53 -31.05 -40.29 13959 -12009
-40.79 -41.65 -28.57 -8.6 7 21.24 18.01 14.64 -0.26 -14.31 -30.73 -40.54 13958 -12008
-37.62 -36.7 -26.72 -9.58 5.78 18.83 17.47 13.77 1.6 -15.24 -29.13 -40.23 13957 -12007
-42.3 -39.09 -27.73 -7 5.96 20.9 18.3 12.73 1.95 -16.59 -35.09 -38.02 13956 -12006
-36.67 -40.58 -23.02 -5.69 7.07 18.94 16.49 12.77 2.05 -12.45 -29.82 -41.64 13955 -12005
-44.62 -35.72 -21.16 -11.45 3.95 15.65 19.66 9.97 3.58 -14.2 -29.17 -41.34 13954 -12004
-40.1 -30.17 -21.79 -9.97 6.82 17.41 19.04 11.18 1.6 -13.95 -32.19 -39.17 13953 -12003
-33.39 -35.82 -22.72 -5.97 6.46 20.99 16.6 10.93 0.65 -12.45 -28.65 -38.4 13952 -12002
-40.07 -31.93 -19.49 -6.72 6.99 17.77 20.62 13.93 5.35 -11.31 -30.95 -43.5 13951 -12001
-46.68 -37.57 -27.83 -6.38 5.14 18.21 19.73 12.85 4.83 -12.53 -34.06 -45.01 13950 -12000
-41.19 -36.38 -22.04 -8.94 7.95 20.18 19.33 10.99 2.55 -16.31 -38.76 -42.7 13949 -11999
-41.4 -36.5 -25.86 -9.62 8.46 19.52 21.35 12.65 4.22 -10.74 -35.87 -44.66 13948 -11998
-42.13 -37.47 -23.88 -9.27 8.39 17.25 17.29 11.07 1.81 -13.93 -31.89 -39.67 13947 -11997
-40.57 -34.47 -26.41 -10.1 6.39 19.56 19.19 12.25 3.25 -13.66 -28.27 -40.23 13946 -11996
-44.28 -36.05 -23.73 -9.43 3.36 16.44 19.8 13.58 5.42 -10.08 -30.74 -37.32 13945 -11995
-46.6 -35.66 -20.78 -6.17 7.15 24.21 19.92 12.33 2.54 -10.68 -31.13 -41.77 13944 -11994
-39.78 -34.79 -23.46 -6.02 7.82 20.9 19.16 14.27 2.71 -10.9 -33.93 -41.5 13943 -11993
-43.55 -40.42 -26.75 -11.9 7.7 19.86 20.34 14 2.8 -13 -30.33 -39.63 13942 -11992
-39.58 -35.26 -23.37 -9.62 3.6 19.87 20.14 13.34 1.84 -10.36 -27.18 -42.65 13941 -11991
-37.04 -32.26 -20.24 -8.07 6.84 15.47 18.84 10.95 1.28 -12.67 -35.84 -44.34 13940 -11990
-41.33 -38.57 -22.33 -7.26 8.44 17.99 17.93 11.47 2.77 -13.59 -39.55 -40.74 13939 -11989
-41.66 -40.17 -22.48 -10.45 2.12 18.76 19.7 14.59 3 -17.83 -29.04 -36.65 13938 -11988
-43.47 -38.47 -27.48 -11.47 4.43 16.37 16.8 14.2 1.5 -14.63 -37.08 -42.11 13937 -11987
-48.87 -38.23 -21.1 -8.57 5.69 16.33 18.15 11.63 2.7 -13.51 -33.61 -40.65 13936 -11986
-44.87 -36.24 -21.27 -9.41 5.34 16.07 19.04 11.93 2.75 -12.29 -36.74 -40.97 13935 -11985
-37.2 -37.63 -20.85 -10.35 5.83 19.07 17.04 10.4 3.3 -10.2 -30.09 -38.53 13934 -11984
-39.89 -34.49 -22.24 -8.38 6.06 19.77 17.6 10.08 1.89 -11.36 -28.4 -36.67 13933 -11983
-37.71 -39.13 -22.56 -7.17 7.15 16.09 18.6 13.04 1.87 -12.65 -25.75 -36.58 13932 -11982
-39.8 -40.7 -24.25 -8.39 8.62 15.86 19.89 14.56 0.09 -14.29 -33.19 -39.21 13931 -11981
-41.85 -40.2 -26.45 -10.74 8.09 20.76 18.76 15.11 0.35 -12.13 -38.01 -44.15 13930 -11980
-47.05 -39.13 -23.82 -12.48 0.32 15.56 20.11 10.78 2.67 -17.08 -31.38 -39.42 13929 -11979
-38.81 -39.46 -23.04 -9.46 4.53 19.03 20.92 13.59 1.72 -13.52 -30.83 -40.07 13928 -11978
-47.85 -40.05 -25.88 -10.43 5.4 16.39 18.25 12.13 1.5 -16.24 -28.42 -40.23 13927 -11977
-46.1 -38.03 -22.37 -6.19 7.73 18.38 20.02 12.28 2.71 -16.55 -36.3 -45.37 13926 -11976
-44.7 -35.41 -23.32 -7.29 6.96 19 19.88 11.19 -0.09 -12.68 -32.67 -40.92 13925 -11975
-38.52 -35.97 -23.36 -5.62 3.39 20.26 19.56 13.25 0.22 -17.83 -36.26 -42.81 13924 -11974
-44.12 -38.44 -26.81 -10.36 5.61 15.33 20.04 12.08 1.15 -16.27 -32.25 -44.87 13923 -11973
-47.16 -36.99 -22.32 -9.56 4.37 14.63 20.97 13.22 -0.36 -11.67 -36.58 -43.85 13922 -11972
-42.1 -34.52 -23.82 -9.99 4.51 16.88 17.69 12.17 3.32 -11.18 -27.47 -41.42 13921 -11971
-42.49 -37.5 -22.91 -9.44 7.75 17.84 17.3 13.25 0.44 -11.37 -34.48 -45.47 13920 -11970
-43.85 -37.37 -21.37 -8.29 5.77 15.82 16.55 8.51 -0.18 -8.56 -35.27 -42.08 13919 -11969
-44.89 -36.85 -20.82 -8.85 7.23 18.59 18.79 14.27 1.75 -13.27 -31.03 -39.25 13918 -11968
-41.55 -40.43 -22.47 -6.22 5.94 12.67 18.13 13.11 2.2 -12.37 -29.92 -43.82 13917 -11967
-40.48 -36.65 -22.13 -8.23 6.64 19.06 16.52 11.62 5.35 -10.58 -37.66 -42.77 13916 -11966
-42.29 -39.32 -21.46 -6.68 7.28 20.82 19.81 13.53 3.26 -10.41 -35.4 -40.81 13915 -11965
-47.29 -42.26 -22.78 -8.89 6.18 13.99 18.71 13.27 2.73 -13.98 -34.12 -42.09 13914 -11964
-40.83 -34.79 -23.12 -8.33 3.06 15.39 21.74 11.61 1.84 -13.31 -28.74 -38.69 13913 -11963
-42.66 -39.19 -23.37 -9.34 8.01 17.08 19.99 13 0.59 -10.42 -29.67 -44.37 13912 -11962
-38.15 -31.66 -19.19 -10.15 3.42 14.71 16.05 11.24 2.6 -12.64 -33.12 -39 13911 -11961
-42.53 -33.22 -23.96 -8.93 3.98 18.07 18.72 13.18 4.18 -14.36 -33.96 -47.76 13910 -11960
-37.98 -32.96 -25.08 -10.97 4.54 15.92 19.36 13.24 4.62 -13.93 -32.01 -41.31 13909 -11959
-44.81 -32.67 -20.69 -9.69 7.65 17.56 16.33 12.06 -1.38 -10.67 -33.69 -36.52 13908 -11958
-42.08 -37.56 -23.98 -12.75 5 15.33 19.55 13.59 3.83 -15.31 -31.44 -43.49 13907 -11957
-49.65 -39.14 -21.31 -7.46 2.89 15.58 22.22 13.04 -3.15 -13.65 -34.84 -43.01 13906 -11956
-42.98 -34.54 -28.77 -12.61 5.81 15.31 19.97 12.51 0.98 -17.45 -33.78 -38.39 13905 -11955
-40.8 -37.19 -24.9 -9.6 4.1 15.09 18.01 10.3 3.67 -12.91 -32.77 -34.9 13904 -11954
-39.01 -31.24 -21.7 -6.88 6.54 16.14 15.51 11.7 1.65 -10.65 -32.7 -40.38 13903 -11953
-41.34 -44.3 -22.42 -7.86 5.24 18.06 16.75 11.18 1.92 -14.55 -31.28 -36.75 13902 -11952
-44.16 -30.45 -24.51 -9.89 3.29 17.03 22.63 13.24 3.4 -11.12 -34.33 -40.33 13901 -11951
-42.45 -41.79 -28.84 -11.61 5 16.96 18.62 13.66 2.28 -14.04 -32.39 -45.83 13900 -11950
-43.89 -35.99 -27.52 -7.85 3.78 16.78 18.62 12.2 1.12 -14.34 -34.45 -41.92 13899 -11949
-41.14 -38.69 -28.25 -9.27 6.56 20.21 20.49 13.4 1.65 -13.91 -32.88 -39.26 13898 -11948
-43.96 -42.66 -24.45 -10.34 4.23 16.28 17.33 10.76 -1.93 -12.74 -34.86 -37.59 13897 -11947
-40.43 -39.32 -24.16 -10.86 5.36 19.82 19.71 12.08 0.28 -15.28 -35.51 -45.59 13896 -11946
-44.99 -40.88 -22.24 -7.6 3.01 14.68 17.65 10.74 3.05 -11.22 -29.88 -42.52 13895 -11945
-44.42 -38.96 -26.33 -7.27 3.94 16.92 19.7 11.62 1.22 -13.36 -32.11 -44.08 13894 -11944
-40.72 -37.73 -25.39 -6.54 4.85 16.94 18.71 11.15 3.89 -14.56 -36.86 -39.49 13893 -11943
-50.3 -33.6 -23.73 -12.63 4.29 19.22 20.93 10.98 5.66 -9.81 -34.92 -47.02 13892 -11942
-41.73 -38.57 -26.28 -10.45 8.3 20.86 20.15 14.15 2.06 -15.93 -36.18 -44.48 13891 -11941
-44.07 -40.48 -24.19 -8.49 5.89 20.48 17.74 16.1 2.93 -15.47 -26.55 -39.46 13890 -11940
-45.46 -41.76 -24.33 -5.92 9.23 22.11 20.77 14.03 5.03 -11.19 -34.45 -45.67 13889 -11939
-47.09 -41.54 -21.43 -7.9 1.02 19.27 19.59 13.95 1.88 -11.49 -36.68 -41.07 13888 -11938
-44.67 -35.84 -22.01 -9.99 3.76 16.03 20.7 12.64 1.88 -11.63 -32.29 -35.27 13887 -11937
-41.64 -35.33 -24.27 -8.2 4.78 22.81 17.6 9.57 3.54 -9.72 -27.09 -43.22 13886 -11936
